player_name,salary,season,salary_mill,year
Jeff Teague,8000000,2013-14,8.0,2013
George Hill,8000000,2013-14,8.0,2013
OJ Mayo,8000000,2013-14,8.0,2013
Mike Conley,7900000,2013-14,7.9,2013
Ersan Ilyasova,7900000,2013-14,7.9,2013
Trevor Ariza,7727280,2013-14,7.73,2013
Marcin Gortat,7727280,2013-14,7.73,2013
Brandon Jennings,7655503,2013-14,7.66,2013
Mike Miller,7599507,2013-14,7.6,2013
John Salmons,7580000,2013-14,7.58,2013
Arron Afflalo,7562500,2013-14,7.56,2013
Taj Gibson,7550000,2013-14,7.55,2013
Goran Dragic,7500000,2013-14,7.5,2013
Marvin Williams,7500000,2013-14,7.5,2013
John Wall,7459924,2013-14,7.46,2013
Josh Childress,7405833,2013-14,7.41,2013
Tayshaun Prince,7235955,2013-14,7.24,2013
Drew Gooden,7091619,2013-14,7.09,2013
Brendan Haywood,7073500,2013-14,7.07,2013
Michael Beasley,7027424,2013-14,7.03,2013
Andrew Bynum,7000000,2013-14,7.0,2013
Manu Ginobili,7000000,2013-14,7.0,2013
Wesley Matthews,6875480,2013-14,6.88,2013
Jose Calderon,6791570,2013-14,6.79,2013
Kyle Korver,6760563,2013-14,6.76,2013
Brandon Bass,6750000,2013-14,6.75,2013
Glen Davis,6750000,2013-14,6.75,2013
Carl Landry,6750000,2013-14,6.75,2013
Evan Turner,6679866,2013-14,6.68,2013
Hidayet Turkoglu,6650359,2013-14,6.65,2013
Spencer Hawes,6500000,2013-14,6.5,2013
JJ Redick,6500000,2013-14,6.5,2013
Kevin Martin,6500000,2013-14,6.5,2013
Amir Johnson,6500000,2013-14,6.5,2013
Channing Frye,6400000,2013-14,6.4,2013
Wilson Chandler,6344164,2013-14,6.34,2013
Jarrett Jack,6300000,2013-14,6.3,2013
Chris Andersen,6217507,2013-14,6.22,2013
Kyle Lowry,6210000,2013-14,6.21,2013
Jason Richardson,6204250,2013-14,6.2,2013
Derrick Favors,6008106,2013-14,6.01,2013
Gerald Henderson,6000000,2013-14,6.0,2013
Kyrie Irving,5915880,2013-14,5.92,2013
Chuck Hayes,5722500,2013-14,5.72,2013
Jason Thompson,5643750,2013-14,5.64,2013
JR Smith,5565000,2013-14,5.56,2013
Anthony Davis,5375760,2013-14,5.38,2013
Anthony Bennett,5324280,2013-14,5.32,2013
Derrick Williams,5293080,2013-14,5.29,2013
Louis Williams,5225000,2013-14,5.22,2013
Jeremy Lin,5225000,2013-14,5.22,2013
Omer Asik,5225000,2013-14,5.22,2013
Jamal Crawford,5225000,2013-14,5.22,2013
Courtney Lee,5225000,2013-14,5.22,2013
Jason Terry,5225000,2013-14,5.22,2013
Landry Fields,5225000,2013-14,5.22,2013
Zaza Pachulia,5200000,2013-14,5.2,2013
JJ Hickson,5150000,2013-14,5.15,2013
Martell Webster,5150000,2013-14,5.15,2013
Robin Lopez,5119761,2013-14,5.12,2013
Keith Bogans,5058198,2013-14,5.06,2013
Brandan Wright,5000000,2013-14,5.0,2013
Tony Allen,5000000,2013-14,5.0,2013
Ramon Sessions,5000000,2013-14,5.0,2013
Chase Budinger,5000000,2013-14,5.0,2013
Andre Miller,5000000,2013-14,5.0,2013
DeMarcus Cousins,4916973,2013-14,4.92,2013
Michael Kidd-Gilchrist,4809840,2013-14,4.81,2013
Victor Oladipo,4763760,2013-14,4.76,2013
Enes Kanter,4753320,2013-14,4.75,2013
Boris Diaw,4702500,2013-14,4.7,2013
Jose Juan Barea,4687000,2013-14,4.69,2013
Linas Kleiza,4600000,2013-14,4.6,2013
Luc Mbah a Moute,4588384,2013-14,4.59,2013
Jonas Jerebko,4500000,2013-14,4.5,2013
Luis Scola,4500000,2013-14,4.5,2013
Corey Brewer,4500000,2013-14,4.5,2013
Ekpe Udoh,4469547,2013-14,4.47,2013
Timofey Mozgov,4400000,2013-14,4.4,2013
Earl Clark,4361518,2013-14,4.36,2013
Udonis Haslem,4340000,2013-14,4.34,2013
Luke Ridnour,4320000,2013-14,4.32,2013
Bradley Beal,4319280,2013-14,4.32,2013
Tristan Thompson,4285560,2013-14,4.29,2013
Otto Porter,4278000,2013-14,4.28,2013
Jared Dudley,4250000,2013-14,4.25,2013
Quentin Richardson,4208107,2013-14,4.21,2013
Raymond Felton,4180000,2013-14,4.18,2013
Greg Monroe,4086453,2013-14,4.09,2013
Kirk Hinrich,4059000,2013-14,4.06,2013
Ricky Rubio,4002120,2013-14,4.0,2013
Elton Brand,4000000,2013-14,4.0,2013
Steve Blake,4000000,2013-14,4.0,2013
Ian Mahinmi,4000000,2013-14,4.0,2013
Mario Chalmers,4000000,2013-14,4.0,2013
Brandon Rush,4000000,2013-14,4.0,2013
Matt Bonner,3945000,2013-14,3.94,2013
Thabo Sefolosha,3900000,2013-14,3.9,2013
Dion Waiters,3894240,2013-14,3.89,2013
Cody Zeller,3857040,2013-14,3.86,2013
Joel Anthony,3800000,2013-14,3.8,2013
Danny Green,3762500,2013-14,3.76,2013
Steve Novak,3750001,2013-14,3.75,2013
Samuel Dalembert,3700748,2013-14,3.7,2013
Al-Farouq Aminu,3700000,2013-14,3.7,2013
Thomas Robinson,3526440,2013-14,3.53,2013
Jonas Valanciunas,3526440,2013-14,3.53,2013
Jan Vesely,3524880,2013-14,3.52,2013
Marreese Speights,3500000,2013-14,3.5,2013
Jordan Hill,3500000,2013-14,3.5,2013
Gerald Green,3500000,2013-14,3.5,2013
Alex Len,3492720,2013-14,3.49,2013
Gordon Hayward,3452183,2013-14,3.45,2013
Marcus Camby,3383773,2013-14,3.38,2013
Paul George,3282003,2013-14,3.28,2013
Shane Battier,3270000,2013-14,3.27,2013
Gary Neal,3250000,2013-14,3.25,2013
Alonzo Gee,3250000,2013-14,3.25,2013
Matt Barnes,3250000,2013-14,3.25,2013
Carlos Delfino,3250000,2013-14,3.25,2013
Klay Thompson,3245151,2013-14,3.25,2013
Darrell Arthur,3231683,2013-14,3.23,2013
Mirza Teletovic,3229050,2013-14,3.23,2013
Ray Allen,3229050,2013-14,3.23,2013
Bismack Biyombo,3217680,2013-14,3.22,2013
Damian Lillard,3202920,2013-14,3.2,2013
Andrei Kirilenko,3183000,2013-14,3.18,2013
Chris Kaman,3183000,2013-14,3.18,2013
Tyler Hansbrough,3183000,2013-14,3.18,2013
Vince Carter,3180000,2013-14,3.18,2013
Nerlens Noel,3172320,2013-14,3.17,2013
Ed Davis,3153860,2013-14,3.15,2013
Jerryd Bayless,3135000,2013-14,3.14,2013
Lavoy Allen,3120000,2013-14,3.12,2013
Patrick Patterson,3105301,2013-14,3.11,2013
Alexey Shved,3066667,2013-14,3.07,2013
Larry Sanders,3053368,2013-14,3.05,2013
Mike Dunleavy,3000000,2013-14,3.0,2013
Randy Foye,3000000,2013-14,3.0,2013
Chris Copeland,3000000,2013-14,3.0,2013
Kosta Koufos,3000000,2013-14,3.0,2013
Kwame Brown,3000000,2013-14,3.0,2013
Joel Freeland,3000000,2013-14,3.0,2013
Dorell Wright,3000000,2013-14,3.0,2013
Brandon Knight,2947800,2013-14,2.95,2013
Harrison Barnes,2923920,2013-14,2.92,2013
Ben McLemore,2895960,2013-14,2.9,2013
Jimmer Fredette,2813399,2013-14,2.81,2013
Will Bynum,2790343,2013-14,2.79,2013
Kevin Seraphin,2761113,2013-14,2.76,2013
Marco Belinelli,2750000,2013-14,2.75,2013
Kemba Walker,2709720,2013-14,2.71,2013
Terrence Ross,2678640,2013-14,2.68,2013
Greg Stiemsma,2676000,2013-14,2.68,2013
Kentavious Caldwell-Pope,2653080,2013-14,2.65,2013
Josh McRoberts,2652000,2013-14,2.65,2013
Maurice Williams,2652000,2013-14,2.65,2013
Eric Bledsoe,2626473,2013-14,2.63,2013
Aaron Gray,2612500,2013-14,2.61,2013
Nick Collison,2585668,2013-14,2.59,2013
Avery Bradley,2511432,2013-14,2.51,2013
DeMarre Carroll,2500000,2013-14,2.5,2013
Wayne Ellington,2500000,2013-14,2.5,2013
Chauncey Billups,2500000,2013-14,2.5,2013
Jason Smith,2500000,2013-14,2.5,2013
Jason Maxiell,2500000,2013-14,2.5,2013
Andre Drummond,2462400,2013-14,2.46,2013
Trey Burke,2438760,2013-14,2.44,2013
Trevor Booker,2350820,2013-14,2.35,2013
Austin Rivers,2339040,2013-14,2.34,2013
Alec Burks,2323200,2013-14,2.32,2013
CJ McCollum,2316720,2013-14,2.32,2013
Quincy Pondexter,2225478,2013-14,2.23,2013
CJ Miles,2225000,2013-14,2.22,2013
Meyers Leonard,2222160,2013-14,2.22,2013
Markieff Morris,2207040,2013-14,2.21,2013
Michael Carter-Williams,2200920,2013-14,2.2,2013
Dante Cunningham,2180000,2013-14,2.18,2013
Jordan Crawford,2162418,2013-14,2.16,2013
Greivis Vasquez,2150188,2013-14,2.15,2013
Jeremy Lamb,2111160,2013-14,2.11,2013
Marcus Morris,2096760,2013-14,2.1,2013
Steven Adams,2090880,2013-14,2.09,2013
Nate Robinson,2016000,2013-14,2.02,2013
CJ Watson,2016000,2013-14,2.02,2013
Eric Maynor,2016000,2013-14,2.02,2013
Vitor Faverani,2000000,2013-14,2.0,2013
Jermaine O'Neal,2000000,2013-14,2.0,2013
Kawhi Leonard,1991760,2013-14,1.99,2013
Kelly Olynyk,1986360,2013-14,1.99,2013
John Henson,1905360,2013-14,1.91,2013
Darren Collison,1900000,2013-14,1.9,2013
Nikola Vucevic,1892280,2013-14,1.89,2013
Shabazz Muhammad,1887120,2013-14,1.89,2013
Moe Harkless,1809840,2013-14,1.81,2013
Iman Shumpert,1797600,2013-14,1.8,2013
Giannis Antetokounmpo,1792560,2013-14,1.79,2013
Royce White,1777148,2013-14,1.78,2013
Anthony Randolph,1750000,2013-14,1.75,2013
Gigi Datome,1750000,2013-14,1.75,2013
Jeff Ayres,1750000,2013-14,1.75,2013
Chris Singleton,1707720,2013-14,1.71,2013
Reggie Evans,1695636,2013-14,1.7,2013
Jeremy Evans,1660000,2013-14,1.66,2013
Tyler Zeller,1633440,2013-14,1.63,2013
Tobias Harris,1630800,2013-14,1.63,2013
Dennis Schroeder,1617840,2013-14,1.62,2013
Toney Douglas,1600000,2013-14,1.6,2013
Ronny Turiaf,1600000,2013-14,1.6,2013
John Lucas,1600000,2013-14,1.6,2013
Pablo Prigioni,1591350,2013-14,1.59,2013
Terrence Jones,1551840,2013-14,1.55,2013
Jodie Meeks,1550000,2013-14,1.55,2013
Shane Larkin,1536960,2013-14,1.54,2013
Gustavo Ayon,1500000,2013-14,1.5,2013
Chris Duhon,1500000,2013-14,1.5,2013
James Jones,1500000,2013-14,1.5,2013
Vyacheslav Kravtsov,1500000,2013-14,1.5,2013
Andrew Nicholson,1482000,2013-14,1.48,2013
Sergey Karasev,1467840,2013-14,1.47,2013
Nando De Colo,1463000,2013-14,1.46,2013
Kenneth Faried,1442880,2013-14,1.44,2013
Evan Fournier,1422720,2013-14,1.42,2013
Donatas Motiejunas,1422720,2013-14,1.42,2013
Tony Snell,1409040,2013-14,1.41,2013
Antawn Jamison,1399507,2013-14,1.4,2013
Jannero Pargo,1399507,2013-14,1.4,2013
Nazr Mohammed,1399507,2013-14,1.4,2013
Rasual Butler,1399507,2013-14,1.4,2013
Willie Green,1399507,2013-14,1.4,2013
Rashard Lewis,1399507,2013-14,1.4,2013
Kenyon Martin,1399507,2013-14,1.4,2013
Derek Fisher,1399507,2013-14,1.4,2013
Earl Watson,1399507,2013-14,1.4,2013
Jared Sullinger,1365720,2013-14,1.37,2013
Gorgui Dieng,1352640,2013-14,1.35,2013
Scotty Hopson,1350000,2013-14,1.35,2013
Reggie Jackson,1329720,2013-14,1.33,2013
Fab Melo,1311240,2013-14,1.31,2013
Victor Claver,1311240,2013-14,1.31,2013
Jared Cunningham,1301208,2013-14,1.3,2013
Mason Plumlee,1298640,2013-14,1.3,2013
MarShon Brooks,1276560,2013-14,1.28,2013
Devin Harris,1272279,2013-14,1.27,2013
Beno Udrih,1272279,2013-14,1.27,2013
Roger Mason,1272279,2013-14,1.27,2013
Shaun Livingston,1265977,2013-14,1.27,2013
Francisco Garcia,1265977,2013-14,1.27,2013
Ronnie Price,1265977,2013-14,1.27,2013
John Jenkins,1258800,2013-14,1.26,2013
Ronnie Brewer,1256250,2013-14,1.26,2013
Solomon Hill,1246680,2013-14,1.25,2013
Jordan Hamilton,1234320,2013-14,1.23,2013
Pero Antic,1200000,2013-14,1.2,2013
Hasheem Thabeet,1200000,2013-14,1.2,2013
Tim Hardaway Jr,1196760,2013-14,1.2,2013
Norris Cole,1191240,2013-14,1.19,2013
Ryan Hollins,1186459,2013-14,1.19,2013
Cory Joseph,1182600,2013-14,1.18,2013
Jimmy Butler,1174080,2013-14,1.17,2013
Tony Wroten,1160040,2013-14,1.16,2013
Reggie Bullock,1149000,2013-14,1.15,2013
Patrick Mills,1133950,2013-14,1.13,2013
Miles Plumlee,1121520,2013-14,1.12,2013
Andre Roberson,1110840,2013-14,1.11,2013
Nick Young,1106942,2013-14,1.11,2013
Jordan Farmar,1106942,2013-14,1.11,2013
Arnett Moultrie,1089240,2013-14,1.09,2013
Perry Jones,1082520,2013-14,1.08,2013
Rudy Gobert,1078800,2013-14,1.08,2013
Marquis Teague,1074720,2013-14,1.07,2013
Festus Ezeli,1066920,2013-14,1.07,2013
Archie Goodwin,1064400,2013-14,1.06,2013
Nemanja Nedovic,1056720,2013-14,1.06,2013
Kyle Singler,1045000,2013-14,1.04,2013
Aaron Brooks,1027424,2013-14,1.03,2013
Greg Oden,1027424,2013-14,1.03,2013
Anthony Morrow,1027424,2013-14,1.03,2013
Cartier Martin,1003248,2013-14,1.0,2013
Richard Hamilton,1000000,2013-14,1.0,2013
Ishmael Smith,985000,2013-14,0.98,2013
Lance Stephenson,981349,2013-14,0.98,2013
Alan Anderson,947907,2013-14,0.95,2013
Omri Casspi,947907,2013-14,0.95,2013
AJ Price,947907,2013-14,0.95,2013
BJ Mullens,947907,2013-14,0.95,2013
Austin Daye,947907,2013-14,0.95,2013
Darius Morris,944923,2013-14,0.94,2013
DeJuan Blair,941000,2013-14,0.94,2013
Chandler Parsons,926500,2013-14,0.93,2013
Wesley Johnson,916099,2013-14,0.92,2013
Xavier Henry,916099,2013-14,0.92,2013
Jeff Adrien,916099,2013-14,0.92,2013
Chris Johnson,916099,2013-14,0.92,2013
James Anderson,916099,2013-14,0.92,2013
Garrett Temple,916099,2013-14,0.92,2013
Jon Leuer,900000,2013-14,0.9,2013
Mike James,889097,2013-14,0.89,2013
Shelvin Mack,884293,2013-14,0.88,2013
Greg Smith,884293,2013-14,0.88,2013
Josh Harrellson,884293,2013-14,0.88,2013
Donald Sloan,884293,2013-14,0.88,2013
Lance Thomas,884293,2013-14,0.88,2013
Cole Aldrich,884293,2013-14,0.88,2013
E'Twaun Moore,884293,2013-14,0.88,2013
PJ Tucker,884293,2013-14,0.88,2013
Isaiah Thomas,884293,2013-14,0.88,2013
Julyan Stone,884293,2013-14,0.88,2013
Draymond Green,875500,2013-14,0.88,2013
Allen Crabbe,825000,2013-14,0.82,2013
Elliot Williams,797545,2013-14,0.8,2013
Robert Sacre,788873,2013-14,0.79,2013
Mike Scott,788872,2013-14,0.79,2013
Jeffery Taylor,788872,2013-14,0.79,2013
Tornike Shengelia,788872,2013-14,0.79,2013
Jae Crowder,788872,2013-14,0.79,2013
Bernard James,788872,2013-14,0.79,2013
Quincy Miller,788872,2013-14,0.79,2013
Patrick Beverley,788872,2013-14,0.79,2013
Orlando Johnson,788872,2013-14,0.79,2013
Khris Middleton,788872,2013-14,0.79,2013
Brian Roberts,788872,2013-14,0.79,2013
Darius Miller,788872,2013-14,0.79,2013
Doron Lamb,788872,2013-14,0.79,2013
Kyle O'Quinn,788872,2013-14,0.79,2013
Henry Sims,788872,2013-14,0.79,2013
Will Barton,788872,2013-14,0.79,2013
Quincy Acy,788872,2013-14,0.79,2013
Aron Baynes,788872,2013-14,0.79,2013
Kent Bazemore,762195,2013-14,0.76,2013
Diante Garrett,719266,2013-14,0.72,2013
Malcolm Thomas,702233,2013-14,0.7,2013
Dwight Buycks,700000,2013-14,0.7,2013
Leandro Barbosa,650359,2013-14,0.65,2013
Alexis Ajinca,635880,2013-14,0.64,2013
DJ Augustin,592279,2013-14,0.59,2013
Isaiah Canaan,570515,2013-14,0.57,2013
Jeremy Tyler,556584,2013-14,0.56,2013
Ricky Ledo,550000,2013-14,0.55,2013
Kendall Marshall,547570,2013-14,0.55,2013
Shawne Williams,535770,2013-14,0.54,2013
Chris Douglas-Roberts,535288,2013-14,0.54,2013
Jamaal Franklin,535000,2013-14,0.54,2013
Ray McCallum,524616,2013-14,0.52,2013
James Johnson,507409,2013-14,0.51,2013
Ryan Gomes,495521,2013-14,0.5,2013
Phil Pressey,490180,2013-14,0.49,2013
Matthew Dellavedova,490180,2013-14,0.49,2013
Carrick Felix,490180,2013-14,0.49,2013
Gal Mekel,490180,2013-14,0.49,2013
Tony Mitchell,490180,2013-14,0.49,2013
Peyton Siva,490180,2013-14,0.49,2013
Ognjen Kuzmic,490180,2013-14,0.49,2013
Robert Covington,490180,2013-14,0.49,2013
Ryan Kelly,490180,2013-14,0.49,2013
Nick Calathes,490180,2013-14,0.49,2013
Miroslav Raduljica,490180,2013-14,0.49,2013
Nate Wolters,490180,2013-14,0.49,2013
Robbie Hummel,490180,2013-14,0.49,2013
Jeff Withey,490180,2013-14,0.49,2013
Toure Murry,490180,2013-14,0.49,2013
Brandon Davies,490180,2013-14,0.49,2013
Hollis Thompson,490180,2013-14,0.49,2013
Dionte Christmas,490180,2013-14,0.49,2013
Ian Clark,490180,2013-14,0.49,2013
Glen Rice Jr,490180,2013-14,0.49,2013
Shannon Brown,481562,2013-14,0.48,2013
Solomon Jones,474583,2013-14,0.47,2013
Erik Murphy,455580,2013-14,0.46,2013
Jason Collins,436316,2013-14,0.44,2013
Luke Babbitt,387995,2013-14,0.39,2013
Daniel Orton,369322,2013-14,0.37,2013
Maalik Wayns,361952,2013-14,0.36,2013
Christapher Johnson,320000,2013-14,0.32,2013
Jarvis Varnado,310908,2013-14,0.31,2013
Shavlik Randolph,306036,2013-14,0.31,2013
Hilton Armstrong,296138,2013-14,0.3,2013
Dewayne Dedmon,256623,2013-14,0.26,2013
Stephen Jackson,238739,2013-14,0.24,2013
Hamed Haddadi,200000,2013-14,0.2,2013
Chris Smith,184538,2013-14,0.18,2013
Mike Muscala,161471,2013-14,0.16,2013
Troy Daniels,158587,2013-14,0.16,2013
James Southerland,155704,2013-14,0.16,2013
Jamaal Tinsley,139951,2013-14,0.14,2013
Chris Wright,139212,2013-14,0.14,2013
Chris Babb,138403,2013-14,0.14,2013
Justin Hamilton,126870,2013-14,0.13,2013
Jorge Gutierrez,121103,2013-14,0.12,2013
Reggie Williams,111518,2013-14,0.11,2013
Dexter Pittman,107776,2013-14,0.11,2013
Damion James,107776,2013-14,0.11,2013
Arinze Onuaku,106776,2013-14,0.11,2013
Manny Harris,104034,2013-14,0.1,2013
Othyus Jeffers,104034,2013-14,0.1,2013
Elias Harris,100000,2013-14,0.1,2013
DeAndre Liggins,88429,2013-14,0.09,2013
Royal Ivey,74839,2013-14,0.07,2013
Melvin Ely,74469,2013-14,0.07,2013
Sasha Vujacic,69791,2013-14,0.07,2013
Casper Ware,69201,2013-14,0.07,2013
Seth Curry,66318,2013-14,0.07,2013
James Nunnally,57668,2013-14,0.06,2013
Willie Reed,57668,2013-14,0.06,2013
Mustafa Shakur,46404,2013-14,0.05,2013
Darius Johnson-Odom,46404,2013-14,0.05,2013
Vander Blue,28834,2013-14,0.03,2013
Shane Edwards,28834,2013-14,0.03,2013
Tony Mitchell,28834,2013-14,0.03,2013
DJ Stephens,28834,2013-14,0.03,2013
Kobe Bryant,23500000,2014-15,23.5,2014
Joe Johnson,23180790,2014-15,23.18,2014
Carmelo Anthony,22458401,2014-15,22.46,2014
Amare Stoudemire,21896658,2014-15,21.9,2014
Dwight Howard,21436271,2014-15,21.44,2014
LeBron James,20644400,2014-15,20.64,2014
Chris Bosh,20644400,2014-15,20.64,2014
Chris Paul,20068563,2014-15,20.07,2014
Kevin Durant,19997513,2014-15,20.0,2014
Deron Williams,19754465,2014-15,19.75,2014
Rudy Gay,19317326,2014-15,19.32,2014
Derrick Rose,18862876,2014-15,18.86,2014
Blake Griffin,17632688,2014-15,17.63,2014
Carlos Boozer,16800000,2014-15,16.8,2014
Zach Randolph,16500000,2014-15,16.5,2014
Marc Gasol,15829688,2014-15,15.83,2014
Paul George,15800000,2014-15,15.8,2014
Kevin Love,15719063,2014-15,15.72,2014
Russell Westbrook,15719062,2014-15,15.72,2014
Brook Lopez,15719000,2014-15,15.72,2014
LaMarcus Aldridge,15200000,2014-15,15.2,2014
David Lee,15012000,2014-15,15.01,2014
Dwyane Wade,15000000,2014-15,15.0,2014
Josh Smith,14945778,2014-15,14.95,2014
Roy Hibbert,14898938,2014-15,14.9,2014
Jeremy Lin,14898938,2014-15,14.9,2014
Eric Gordon,14898938,2014-15,14.9,2014
Omer Asik,14898938,2014-15,14.9,2014
Gordon Hayward,14746000,2014-15,14.75,2014
Chandler Parsons,14700000,2014-15,14.7,2014
James Harden,14693906,2014-15,14.69,2014
Tyson Chandler,14596888,2014-15,14.6,2014
Brandon Roy,14399332,2014-15,14.4,2014
DeMarcus Cousins,13701250,2014-15,13.7,2014
John Wall,13701250,2014-15,13.7,2014
Al Jefferson,13500000,2014-15,13.5,2014
Eric Bledsoe,13000000,2014-15,13.0,2014
Nenê,13000000,2014-15,13.0,2014
Andrew Bogut,12972973,2014-15,12.97,2014
Derrick Favors,12950000,2014-15,12.95,2014
Rajon Rondo,12909090,2014-15,12.91,2014
Joakim Noah,12700000,2014-15,12.7,2014
Tony Parker,12500000,2014-15,12.5,2014
Andre Iguodala,12289544,2014-15,12.29,2014
Serge Ibaka,12250000,2014-15,12.25,2014
Nikola Pekovic,12100000,2014-15,12.1,2014
Al Horford,12000000,2014-15,12.0,2014
David West,12000000,2014-15,12.0,2014
Kevin Garnett,12000000,2014-15,12.0,2014
Andrea Bargnani,12000000,2014-15,12.0,2014
Kyle Lowry,12000000,2014-15,12.0,2014
Ty Lawson,11595506,2014-15,11.6,2014
DeAndre Jordan,11440123,2014-15,11.44,2014
Nicolas Batum,11390500,2014-15,11.39,2014
Tyreke Evans,11265416,2014-15,11.27,2014
JaVale McGee,11250000,2014-15,11.25,2014
Larry Sanders,11000000,2014-15,11.0,2014
Jrue Holiday,11000000,2014-15,11.0,2014
Danilo Gallinari,10854850,2014-15,10.85,2014
Stephen Curry,10629213,2014-15,10.63,2014
Marcin Gortat,10434782,2014-15,10.43,2014
Tim Duncan,10361446,2014-15,10.36,2014
Gerald Wallace,10105855,2014-15,10.11,2014
Anderson Varejao,9800000,2014-15,9.8,2014
Brendan Haywood,9798000,2014-15,9.8,2014
Luol Deng,9714461,2014-15,9.71,2014
Steve Nash,9701000,2014-15,9.7,2014
Kendrick Perkins,9588889,2014-15,9.59,2014
Paul Millsap,9500000,2014-15,9.5,2014
DeMar DeRozan,9500000,2014-15,9.5,2014
Tyrus Thomas,9460664,2014-15,9.46,2014
Mike Miller,9332000,2014-15,9.33,2014
Tiago Splitter,9250000,2014-15,9.25,2014
Jeff Green,9200000,2014-15,9.2,2014
Thaddeus Young,9160870,2014-15,9.16,2014
Lance Stephenson,9000000,2014-15,9.0,2014
Jordan Hill,9000000,2014-15,9.0,2014
Mike Conley,8760000,2014-15,8.76,2014
Monta Ellis,8720000,2014-15,8.72,2014
Marcus Thornton,8697500,2014-15,8.7,2014
Trevor Ariza,8600000,2014-15,8.6,2014
Channing Frye,8579088,2014-15,8.58,2014
Landry Fields,8500000,2014-15,8.5,2014
Ryan Anderson,8491500,2014-15,8.49,2014
Marcus Camby,8354416,2014-15,8.35,2014
Drew Gooden,8128490,2014-15,8.13,2014
Jeff Teague,8000000,2014-15,8.0,2014
Taj Gibson,8000000,2014-15,8.0,2014
Brandon Jennings,8000000,2014-15,8.0,2014
George Hill,8000000,2014-15,8.0,2014
OJ Mayo,8000000,2014-15,8.0,2014
Boris Diaw,8000000,2014-15,8.0,2014
Dirk Nowitzki,7974482,2014-15,7.97,2014
Ersan Ilyasova,7900000,2014-15,7.9,2014
Glen Davis,7827985,2014-15,7.83,2014
Tayshaun Prince,7707865,2014-15,7.71,2014
Al Harrington,7609800,2014-15,7.61,2014
Arron Afflalo,7562500,2014-15,7.56,2014
Goran Dragic,7500000,2014-15,7.5,2014
Kyrie Irving,7459924,2014-15,7.46,2014
Josh Childress,7317500,2014-15,7.32,2014
Wesley Matthews,7245640,2014-15,7.25,2014
Isaiah Thomas,7238606,2014-15,7.24,2014
Avery Bradley,7191011,2014-15,7.19,2014
Pau Gasol,7128000,2014-15,7.13,2014
Jose Calderon,7097191,2014-15,7.1,2014
Travis Outlaw,7000000,2014-15,7.0,2014
Marvin Williams,7000000,2014-15,7.0,2014
Manu Ginobili,7000000,2014-15,7.0,2014
Amir Johnson,7000000,2014-15,7.0,2014
Brandon Bass,6950000,2014-15,6.95,2014
JJ Redick,6792500,2014-15,6.79,2014
Kevin Martin,6792500,2014-15,6.79,2014
Wilson Chandler,6754913,2014-15,6.75,2014
Carl Landry,6750000,2014-15,6.75,2014
Derrick Williams,6679866,2014-15,6.68,2014
Jason Richardson,6601125,2014-15,6.6,2014
Greivis Vasquez,6400000,2014-15,6.4,2014
Jarrett Jack,6300000,2014-15,6.3,2014
Kyle Korver,6253521,2014-15,6.25,2014
Jason Thompson,6037500,2014-15,6.04,2014
Enes Kanter,6008106,2014-15,6.01,2014
Gerald Henderson,6000000,2014-15,6.0,2014
Jodie Meeks,6000000,2014-15,6.0,2014
JR Smith,5982375,2014-15,5.98,2014
Chuck Hayes,5958750,2014-15,5.96,2014
Patrick Patterson,5831326,2014-15,5.83,2014
Jose Juan Barea,5822078,2014-15,5.82,2014
PJ Tucker,5700000,2014-15,5.7,2014
Anthony Davis,5607240,2014-15,5.61,2014
Anthony Bennett,5563920,2014-15,5.56,2014
Andrew Wiggins,5510640,2014-15,5.51,2014
Greg Monroe,5479933,2014-15,5.48,2014
Jason Terry,5450000,2014-15,5.45,2014
Jamal Crawford,5450000,2014-15,5.45,2014
Courtney Lee,5450000,2014-15,5.45,2014
Louis Williams,5450000,2014-15,5.45,2014
Tristan Thompson,5421233,2014-15,5.42,2014
JJ Hickson,5381750,2014-15,5.38,2014
Martell Webster,5381750,2014-15,5.38,2014
Robin Lopez,5340229,2014-15,5.34,2014
Nikola Mirotic,5305000,2014-15,5.3,2014
Shaun Livingston,5305000,2014-15,5.3,2014
Spencer Hawes,5305000,2014-15,5.3,2014
Josh McRoberts,5305000,2014-15,5.3,2014
Paul Pierce,5305000,2014-15,5.3,2014
Chris Andersen,5300000,2014-15,5.3,2014
Zaza Pachulia,5200000,2014-15,5.2,2014
Ricky Rubio,5070686,2014-15,5.07,2014
Michael Kidd-Gilchrist,5016960,2014-15,5.02,2014
Tony Allen,5000000,2014-15,5.0,2014
Chase Budinger,5000000,2014-15,5.0,2014
Brandan Wright,5000000,2014-15,5.0,2014
Trevor Booker,5000000,2014-15,5.0,2014
Nick Young,4994420,2014-15,4.99,2014
Victor Oladipo,4978200,2014-15,4.98,2014
Jabari Parker,4930560,2014-15,4.93,2014
Chris Kaman,4800000,2014-15,4.8,2014
Kostas Papanikolaou,4797664,2014-15,4.8,2014
Darren Collison,4797664,2014-15,4.8,2014
Jameer Nelson,4750000,2014-15,4.75,2014
Corey Brewer,4702500,2014-15,4.7,2014
Timofey Mozgov,4650000,2014-15,4.65,2014
Andre Miller,4625000,2014-15,4.62,2014
Bradley Beal,4505280,2014-15,4.51,2014
Jonas Jerebko,4500000,2014-15,4.5,2014
Luis Scola,4500000,2014-15,4.5,2014
