athlete_name,year,event_order,points_earned,event_name,athlete_country,athlete_profile_url,athlete_stance,athlete_first_season,athlete_age,athlete_height,athlete_weight,injuried_flag
John John Florence,2012,6,5200,Hurley Pro Trestles,Hawaii,https://www.worldsurfleague.com/athletes/199/john-john-florence,Regular,2008 Men's QS,19,186,79,0.0
Adriano de Souza,2012,6,6500,Hurley Pro Trestles,Brazil,https://www.worldsurfleague.com/athletes/13/adriano-de-souza,Regular,2006 Men's CT,25,170,66,0.0
Taj Burrow,2012,6,5200,Hurley Pro Trestles,Australia,https://www.worldsurfleague.com/athletes/555/taj-burrow,Regular,1996 Men's CT,34,175,72,0.0
Gabriel Medina,2012,6,4000,Hurley Pro Trestles,Brazil,https://www.worldsurfleague.com/athletes/1085/gabriel-medina,Goofy,2008 Men's QS,18,180,77,0.0
Josh Kerr,2012,6,4000,Hurley Pro Trestles,Australia,https://www.worldsurfleague.com/athletes/606/josh-kerr,Regular,2007 Men's CT,28,173,69,0.0
Julian Wilson,2012,6,4000,Hurley Pro Trestles,Australia,https://www.worldsurfleague.com/athletes/763/julian-wilson,Regular,2007 Men's CT,23,183,82,0.0
Owen Wright,2012,6,500,Hurley Pro Trestles,Australia,https://www.worldsurfleague.com/athletes/297/owen-wright,Goofy,2006 Men's CT,22,190,81,0.0
Jeremy Flores,2012,6,4000,Hurley Pro Trestles,France,https://www.worldsurfleague.com/athletes/562/jeremy-flores,Regular,2006 Men's CT,24,173,72,0.0
Jordy Smith,2012,6,5200,Hurley Pro Trestles,South Africa,https://www.worldsurfleague.com/athletes/564/jordy-smith,Regular,2006 Men's CT,24,190,88,0.0
C. J. Hobgood,2012,6,500,Hurley Pro Trestles,,,,,,,,0.0
Adrian Buchan,2012,6,5200,Hurley Pro Trestles,Australia,https://www.worldsurfleague.com/athletes/575/adrian-buchan,Goofy,2003 Men's CT,30,175,75,0.0
Michel Bourez,2012,6,1750,Hurley Pro Trestles,France,https://www.worldsurfleague.com/athletes/593/michel-bourez,Regular,2007 Men's CT,26,175,80,0.0
Damien Hobgood,2012,6,500,Hurley Pro Trestles,United States,https://www.worldsurfleague.com/athletes/584/damien-hobgood,Goofy,1999 Men's CT,33,177,70,0.0
Miguel Pupo,2012,6,500,Hurley Pro Trestles,Brazil,https://www.worldsurfleague.com/athletes/688/miguel-pupo,Goofy,2008 Men's QS,20,175,73,0.0
Alejo Muniz,2012,6,1750,Hurley Pro Trestles,Brazil,https://www.worldsurfleague.com/athletes/708/alejo-muniz,Regular,2008 Men's QS,22,175,72,0.0
Kieren Perrow,2012,6,500,Hurley Pro Trestles,Australia,https://www.worldsurfleague.com/athletes/577/kieren-perrow,Regular,2001 Men's CT,35,175,68,0.0
Bede Durbidge,2012,6,1750,Hurley Pro Trestles,Australia,https://www.worldsurfleague.com/athletes/558/bede-durbidge,Regular,2002 Men's CT,29,185,82,0.0
Travis Logie,2012,6,1750,Hurley Pro Trestles,South Africa,https://www.worldsurfleague.com/athletes/572/travis-logie,Goofy,2003 Men's CT,33,167,66,0.0
Kai Otton,2012,6,1750,Hurley Pro Trestles,Australia,https://www.worldsurfleague.com/athletes/565/kai-otton,Goofy,2007 Men's CT,32,180,76,0.0
Kolohe Andino,2012,6,500,Hurley Pro Trestles,United States,https://www.worldsurfleague.com/athletes/1164/kolohe-andino,Regular,2008 Men's QS,18,180,79,0.0
Matt Wilkinson,2012,6,1750,Hurley Pro Trestles,Australia,https://www.worldsurfleague.com/athletes/226/matt-wilkinson,Goofy,2006 Men's CT,24,180,82,0.0
Brett Simpson,2012,6,1750,Hurley Pro Trestles,United States,https://www.worldsurfleague.com/athletes/23/brett-simpson,Regular,2008 Men's QS,27,185,81,0.0
Yadin Nicol,2012,6,1750,Hurley Pro Trestles,Australia,https://www.worldsurfleague.com/athletes/594/yadin-nicol,Regular,2006 Men's CT,26,175,70,0.0
Heitor Alves,2012,6,1750,Hurley Pro Trestles,Brazil,https://www.worldsurfleague.com/athletes/566/heitor-alves,Goofy,2007 Men's CT,30,167,66,0.0
Raoni Monteiro,2012,6,500,Hurley Pro Trestles,Brazil,https://www.worldsurfleague.com/athletes/467/raoni-monteiro,Regular,1999 Men's CT,30,177,76,1.0
Tiago Pires,2012,6,500,Hurley Pro Trestles,Portugal,https://www.worldsurfleague.com/athletes/585/tiago-pires,Regular,1999 Men's CT,32,167,69,0.0
Freddy Patacchia Jr.,2012,6,500,Hurley Pro Trestles,Hawaii,https://www.worldsurfleague.com/athletes/2/freddy-patacchia-jr,Goofy,2002 Men's CT,30,172,74,0.0
Taylor Knox,2012,6,1750,Hurley Pro Trestles,United States,https://www.worldsurfleague.com/athletes/12/taylor-knox,Regular,1989 Men's CT,41,,,0.0
Adam Melling,2012,6,1750,Hurley Pro Trestles,Australia,https://www.worldsurfleague.com/athletes/260/adam-melling,Regular,2008 Men's QS,27,175,75,0.0
Jadson Andre,2012,6,500,Hurley Pro Trestles,Brazil,https://www.worldsurfleague.com/athletes/466/jadson-andre,Goofy,2008 Men's QS,22,170,70,0.0
Patrick Gudauskas,2012,6,500,Hurley Pro Trestles,United States,https://www.worldsurfleague.com/athletes/4/patrick-gudauskas,Regular,2008 Men's QS,26,183,72,0.0
Dusty Payne,2012,6,1750,Hurley Pro Trestles,Hawaii,https://www.worldsurfleague.com/athletes/8/dusty-payne,Regular,2008 Men's QS,23,178,74,0.0
Mick Fanning,2013,6,6500,Billabong Pro Teahupoo,Australia,https://www.worldsurfleague.com/athletes/554/mick-fanning,Regular,1999 Men's CT,32,178,79,0.0
Kelly Slater,2013,6,8000,Billabong Pro Teahupoo,United States,https://www.worldsurfleague.com/athletes/553/kelly-slater,Regular,1989 Men's CT,41,175,73,0.0
